Threat Category,IOCs (Indicators of Compromise),Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Predicted Threat Category,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels,Word Count
Phishing,['123.456.78.9'],Anonymous,Network,North Korea,0.86,5,Malware,Increase Web Security,2,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,13
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Network,Russia,0.52,1,Ransomware,Monitor for Phishing,3,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Ransomware,27
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Email,Germany,0.96,1,Ransomware,Patch Vulnerability,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing,32
Phishing,"['malicious.net', 'spam.exe']",Unknown,Network,Germany,0.55,1,DDoS,Monitor for Phishing,1,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Phishing,42
Malware,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,Russia,0.64,5,Ransomware,Quarantine,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware,43
Malware,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,North Korea,0.84,2,Phishing,Increase Web Security,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Ransomware,43
Phishing,['123.456.78.9'],Anonymous,Network,Russia,0.58,3,Phishing,Monitor for Phishing,1,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,45
Phishing,['123.456.78.9'],Lazarus Group,Network,Germany,0.53,3,Phishing,Monitor for Phishing,2,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Ransomware,44
DDoS,"['malwarehash123', 'trojan.com']",APT-28,Network,Germany,0.67,2,DDoS,Monitor for Phishing,5,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Phishing,26
Malware,"['malicious.net', 'spam.exe']",APT-28,Network,Global,0.88,2,Phishing,Monitor for Phishing,2,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",DDoS,37
Phishing,"['malwarehash123', 'trojan.com']",Unknown,Email,Global,0.71,3,DDoS,Quarantine,1,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing,23
DDoS,"['malicious.net', 'spam.exe']",Unknown,Network,USA,0.83,4,DDoS,Quarantine,3,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware,43
Malware,['123.456.78.9'],Lazarus Group,Email,Germany,0.79,1,Phishing,Increase Web Security,4,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware,20
Ransomware,"['192.168.1.1', 'malicious.com']",Anonymous,Web,Global,0.51,1,Ransomware,Increase Web Security,5,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,22
DDoS,['123.456.78.9'],Lazarus Group,Network,Russia,0.99,3,Malware,Patch Vulnerability,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware,42
Malware,['123.456.78.9'],Lazarus Group,Email,North Korea,0.52,2,DDoS,Quarantine,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware,11
Malware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,Russia,0.98,4,Phishing,Monitor for Phishing,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing,43
DDoS,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,North Korea,0.77,3,DDoS,Monitor for Phishing,4,malware detected in email attachment,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing,38
Ransomware,"['10.0.0.2', 'infected.exe']",APT-28,Web,Global,0.98,1,Ransomware,Patch Vulnerability,1,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Phishing,46
DDoS,"['10.0.0.2', 'infected.exe']",Anonymous,Web,USA,0.56,5,Ransomware,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",DDoS,13
Malware,"['malicious.net', 'spam.exe']",APT-28,Network,Russia,0.75,2,Phishing,Patch Vulnerability,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing,21
Phishing,"['malwarehash123', 'trojan.com']",Anonymous,Network,Russia,0.58,5,DDoS,Increase Web Security,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Phishing,35
Phishing,"['192.168.1.1', 'malicious.com']",Unknown,Email,Russia,0.53,3,Malware,Quarantine,3,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",DDoS,37
DDoS,['123.456.78.9'],Lazarus Group,Web,North Korea,0.81,1,Malware,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Phishing,12
Malware,"['malicious.net', 'spam.exe']",APT-28,Network,Global,0.6,4,DDoS,Monitor for Phishing,2,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing,29
Phishing,"['192.168.1.1', 'malicious.com']",Anonymous,Web,Russia,0.79,5,DDoS,Patch Vulnerability,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware,19
Malware,"['malicious.net', 'spam.exe']",Unknown,Web,Russia,0.56,4,DDoS,Increase Web Security,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS,27
DDoS,"['malicious.net', 'spam.exe']",Unknown,Email,USA,0.67,1,Phishing,Monitor for Phishing,3,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware,36
Phishing,['123.456.78.9'],Lazarus Group,Email,USA,0.89,5,Ransomware,Increase Web Security,4,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing,40
Malware,"['malwarehash123', 'trojan.com']",Anonymous,Email,Global,0.72,4,Malware,Increase Web Security,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware,36
Phishing,"['10.0.0.2', 'infected.exe']",APT-28,Email,Global,0.81,4,Phishing,Patch Vulnerability,3,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing,10
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,Germany,0.82,5,DDoS,Increase Web Security,5,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,15
Malware,['123.456.78.9'],APT-28,Email,USA,0.92,1,DDoS,Monitor for Phishing,3,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware,20
Phishing,['123.456.78.9'],Unknown,Email,Germany,0.66,4,Ransomware,Increase Web Security,5,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware,43
DDoS,['123.456.78.9'],APT-28,Email,North Korea,0.84,3,DDoS,Increase Web Security,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing,48
Phishing,"['192.168.1.1', 'malicious.com']",APT-28,Email,Germany,0.98,5,Phishing,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,29
Phishing,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,Russia,0.87,2,Phishing,Increase Web Security,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS,30
Ransomware,"['malwarehash123', 'trojan.com']",APT-28,Email,Germany,0.74,2,Ransomware,Quarantine,4,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware,30
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Global,0.82,1,Phishing,Patch Vulnerability,3,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,27
DDoS,"['malicious.net', 'spam.exe']",Unknown,Network,North Korea,0.87,3,Malware,Patch Vulnerability,4,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Ransomware,30
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Russia,0.81,4,Phishing,Monitor for Phishing,1,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware,28
DDoS,['123.456.78.9'],Lazarus Group,Web,Germany,0.51,2,Phishing,Monitor for Phishing,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Ransomware,13
Ransomware,"['malwarehash123', 'trojan.com']",Anonymous,Email,North Korea,0.6,1,Phishing,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,22
Phishing,['123.456.78.9'],APT-28,Network,North Korea,0.91,3,Malware,Monitor for Phishing,4,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Malware,27
DDoS,"['192.168.1.1', 'malicious.com']",Unknown,Network,Russia,0.64,3,DDoS,Quarantine,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,38
DDoS,"['malicious.net', 'spam.exe']",Lazarus Group,Network,Germany,0.87,1,Phishing,Patch Vulnerability,5,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Ransomware,34
Phishing,['123.456.78.9'],Unknown,Network,North Korea,0.69,1,Ransomware,Increase Web Security,3,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing,22
DDoS,['123.456.78.9'],Anonymous,Web,North Korea,0.76,4,Malware,Monitor for Phishing,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,36
DDoS,"['192.168.1.1', 'malicious.com']",APT-28,Network,USA,0.53,1,Ransomware,Monitor for Phishing,1,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS,28
Ransomware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,North Korea,0.59,4,Phishing,Monitor for Phishing,5,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS,10
DDoS,"['malwarehash123', 'trojan.com']",APT-28,Web,USA,0.98,4,Ransomware,Increase Web Security,3,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing,47
Malware,"['10.0.0.2', 'infected.exe']",Anonymous,Web,Germany,0.95,5,Phishing,Monitor for Phishing,3,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,28
Phishing,"['malicious.net', 'spam.exe']",Anonymous,Network,Germany,0.83,3,Malware,Increase Web Security,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS,10
Ransomware,['123.456.78.9'],Unknown,Email,Germany,0.73,3,Ransomware,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Malware,49
Ransomware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Email,Global,0.84,3,Ransomware,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing,26
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Network,Germany,0.81,5,Phishing,Patch Vulnerability,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS,30
Phishing,"['malwarehash123', 'trojan.com']",Anonymous,Email,North Korea,0.78,4,Phishing,Quarantine,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware,31
Phishing,"['10.0.0.2', 'infected.exe']",APT-28,Email,Russia,0.53,4,DDoS,Increase Web Security,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing,24
Ransomware,"['malwarehash123', 'trojan.com']",Unknown,Web,USA,0.82,1,Phishing,Monitor for Phishing,2,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS,48
DDoS,['123.456.78.9'],Unknown,Web,Global,0.88,5,Phishing,Monitor for Phishing,1,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Malware,48
Ransomware,"['malwarehash123', 'trojan.com']",APT-28,Network,Germany,1.0,1,DDoS,Monitor for Phishing,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Malware,41
Phishing,"['192.168.1.1', 'malicious.com']",Unknown,Network,Germany,0.51,5,Phishing,Monitor for Phishing,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS,13
Malware,"['192.168.1.1', 'malicious.com']",APT-28,Email,Russia,0.87,1,Phishing,Quarantine,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Malware,41
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Russia,0.79,2,DDoS,Monitor for Phishing,1,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",DDoS,13
Phishing,"['malicious.net', 'spam.exe']",APT-28,Network,Global,0.72,3,Malware,Quarantine,5,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",DDoS,10
Ransomware,['123.456.78.9'],Lazarus Group,Network,USA,0.56,3,Malware,Increase Web Security,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,42
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Network,Germany,0.7,4,Phishing,Patch Vulnerability,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,16
Ransomware,"['malwarehash123', 'trojan.com']",Anonymous,Network,Global,0.68,2,Phishing,Monitor for Phishing,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware,18
Ransomware,['123.456.78.9'],Anonymous,Network,North Korea,0.65,3,DDoS,Patch Vulnerability,1,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,10
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Network,North Korea,0.87,4,DDoS,Increase Web Security,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Ransomware,25
Phishing,"['malwarehash123', 'trojan.com']",Lazarus Group,Email,Global,0.85,2,Malware,Increase Web Security,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,27
Phishing,"['malicious.net', 'spam.exe']",Anonymous,Web,Germany,0.79,3,Ransomware,Monitor for Phishing,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing,15
Ransomware,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,Global,0.97,1,Phishing,Increase Web Security,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware,11
DDoS,"['10.0.0.2', 'infected.exe']",APT-28,Network,Germany,0.67,5,Ransomware,Patch Vulnerability,2,malware detected in email attachment,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS,18
Malware,['123.456.78.9'],APT-28,Web,Russia,0.62,2,Ransomware,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware,13
Malware,"['malwarehash123', 'trojan.com']",Anonymous,Web,Global,0.83,4,DDoS,Quarantine,5,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,32
Phishing,"['192.168.1.1', 'malicious.com']",Unknown,Web,Germany,0.6,2,Phishing,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,17
Phishing,"['192.168.1.1', 'malicious.com']",APT-28,Network,Global,0.66,4,Phishing,Patch Vulnerability,1,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,48
Ransomware,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,Global,0.61,2,DDoS,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware,34
Malware,"['malwarehash123', 'trojan.com']",Unknown,Web,Germany,0.53,4,Ransomware,Monitor for Phishing,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware,25
Phishing,"['malwarehash123', 'trojan.com']",Unknown,Web,Germany,0.91,3,DDoS,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",DDoS,44
DDoS,"['192.168.1.1', 'malicious.com']",APT-28,Network,USA,0.63,1,Malware,Monitor for Phishing,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing,26
DDoS,"['192.168.1.1', 'malicious.com']",APT-28,Email,Global,0.74,3,Phishing,Monitor for Phishing,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS,27
Phishing,"['malwarehash123', 'trojan.com']",Unknown,Web,North Korea,0.52,1,Malware,Patch Vulnerability,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing,36
Phishing,"['malicious.net', 'spam.exe']",Unknown,Email,Global,0.85,3,DDoS,Increase Web Security,4,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,24
Malware,"['malicious.net', 'spam.exe']",Anonymous,Web,Global,0.67,3,Phishing,Patch Vulnerability,3,phishing email with malicious link,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Malware,26
Malware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Email,Germany,0.87,2,Malware,Monitor for Phishing,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware,14
Ransomware,['123.456.78.9'],Anonymous,Email,Global,0.71,5,Malware,Quarantine,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware,25
Malware,"['malicious.net', 'spam.exe']",APT-28,Email,Global,0.6,4,Ransomware,Quarantine,1,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Malware,24
DDoS,"['192.168.1.1', 'malicious.com']",Anonymous,Network,North Korea,0.76,4,Phishing,Patch Vulnerability,1,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,43
DDoS,"['malicious.net', 'spam.exe']",Anonymous,Email,Germany,0.57,4,Malware,Quarantine,3,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing,28
Phishing,"['10.0.0.2', 'infected.exe']",Anonymous,Email,Global,0.72,1,Malware,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware,17
Malware,"['10.0.0.2', 'infected.exe']",Anonymous,Email,Russia,0.66,4,Ransomware,Monitor for Phishing,5,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,19
Ransomware,['123.456.78.9'],Lazarus Group,Web,USA,0.96,4,Malware,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,14
DDoS,"['malicious.net', 'spam.exe']",Lazarus Group,Email,North Korea,0.53,2,Malware,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,35
DDoS,"['192.168.1.1', 'malicious.com']",Unknown,Web,Global,0.85,3,Malware,Increase Web Security,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS,31
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Email,Russia,0.59,4,Ransomware,Monitor for Phishing,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS,32
Ransomware,"['malwarehash123', 'trojan.com']",Anonymous,Email,Global,0.66,5,Malware,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,22
DDoS,"['192.168.1.1', 'malicious.com']",Unknown,Network,Global,0.71,4,Malware,Increase Web Security,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,18
DDoS,['123.456.78.9'],Unknown,Web,Germany,0.95,1,Phishing,Increase Web Security,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,29
Ransomware,['123.456.78.9'],Unknown,Email,Germany,0.62,1,Phishing,Quarantine,2,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Ransomware,37
DDoS,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,Germany,0.55,1,Ransomware,Monitor for Phishing,2,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS,46
Phishing,"['192.168.1.1', 'malicious.com']",Anonymous,Web,Russia,0.66,4,DDoS,Patch Vulnerability,3,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware,33
Phishing,"['malwarehash123', 'trojan.com']",Anonymous,Network,Global,0.55,2,Phishing,Quarantine,1,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,42
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Network,USA,0.56,5,Ransomware,Quarantine,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware,29
Malware,"['malwarehash123', 'trojan.com']",Anonymous,Network,North Korea,0.79,4,Malware,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Ransomware,39
Ransomware,"['malwarehash123', 'trojan.com']",Anonymous,Network,Germany,0.53,2,Malware,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Malware,18
Ransomware,"['192.168.1.1', 'malicious.com']",Unknown,Network,Germany,0.52,2,Ransomware,Patch Vulnerability,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Ransomware,26
Malware,"['10.0.0.2', 'infected.exe']",APT-28,Network,Global,0.86,4,Malware,Quarantine,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Malware,45
Malware,"['10.0.0.2', 'infected.exe']",Anonymous,Network,Global,0.68,4,Malware,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Ransomware,23
Malware,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,Russia,0.56,2,DDoS,Quarantine,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Ransomware,28
Phishing,"['192.168.1.1', 'malicious.com']",Anonymous,Email,Russia,0.63,2,Malware,Quarantine,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,16
DDoS,"['10.0.0.2', 'infected.exe']",Unknown,Web,Germany,0.82,2,Phishing,Quarantine,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing,12
Phishing,"['192.168.1.1', 'malicious.com']",Lazarus Group,Network,Global,0.64,4,Malware,Monitor for Phishing,2,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Malware,42
DDoS,"['192.168.1.1', 'malicious.com']",Unknown,Network,USA,0.75,2,Ransomware,Quarantine,3,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,41
Phishing,"['192.168.1.1', 'malicious.com']",Anonymous,Web,North Korea,0.56,1,DDoS,Quarantine,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware,20
DDoS,"['malicious.net', 'spam.exe']",Lazarus Group,Email,Global,0.79,4,Malware,Quarantine,1,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",DDoS,11
Phishing,"['192.168.1.1', 'malicious.com']",APT-28,Web,Global,0.66,1,Ransomware,Increase Web Security,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware,35
Malware,"['malicious.net', 'spam.exe']",APT-28,Web,Russia,0.81,3,Phishing,Monitor for Phishing,1,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,13
Ransomware,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,North Korea,0.9,4,Malware,Increase Web Security,4,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS,26
Phishing,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,Germany,0.81,3,DDoS,Monitor for Phishing,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS,26
DDoS,"['10.0.0.2', 'infected.exe']",Unknown,Web,Global,0.65,2,Malware,Patch Vulnerability,3,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware,37
Malware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,Germany,0.63,2,Ransomware,Increase Web Security,4,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing,39
Phishing,"['10.0.0.2', 'infected.exe']",Unknown,Network,Global,0.66,5,DDoS,Patch Vulnerability,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Malware,49
Phishing,"['10.0.0.2', 'infected.exe']",Anonymous,Network,Germany,0.58,2,Malware,Quarantine,4,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",DDoS,32
Malware,"['10.0.0.2', 'infected.exe']",Unknown,Network,North Korea,0.59,3,Phishing,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS,33
Phishing,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,Russia,0.9,2,DDoS,Patch Vulnerability,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,38
